Phrase,Sentiment,Tokens
its aggravating,0,['aggravating']
great product for the price,1,"['great', 'product', 'price']"
i have purchased these for both family and friends and all enjoy their clarity and ease of use,1,"['purchased', 'family', 'friends', 'enjoy', 'clarity', 'ease', 'use']"
virgin wireless rocks and so does this cheap little phone,1,"['virgin', 'wireless', 'rocks', 'cheap', 'little', 'phone']"
none of it works just dont buy it,0,"['none', 'works', 'dont', 'buy']"
muddy low quality sound and the casing around the wires insert was poorly super glued and slid off,0,"['muddy', 'low', 'quality', 'sound', 'casing', 'around', 'wires', 'insert', 'poorly', 'super', 'glued', 'slid']"
please dont waste your money,0,"['please', 'dont', 'waste', 'money']"
all in all im quite satisfied with this purchase,1,"['im', 'quite', 'satisfied', 'purchase']"
if you are looking for a good quality motorola headset keep looking this isnt it,0,"['looking', 'good', 'quality', 'motorola', 'headset', 'keep', 'looking', 'isnt']"
yet plantronincs continues to use the same flawed charger design,0,"['yet', 'plantronincs', 'continues', 'use', 'flawed', 'charger', 'design']"
disapointing results,0,"['disapointing', 'results']"
cumbersome design,0,"['cumbersome', 'design']"
great it was new packaged nice works good no problems and it came in less time then i expected,1,"['great', 'new', 'packaged', 'nice', 'works', 'good', 'problems', 'came', 'less', 'time', 'expected']"
great product,1,"['great', 'product']"
its a piece of crap,0,"['piece', 'crap']"
my experience was terrible this was my fourth bluetooth headset and while it was much more comfortable than my last jabra which i hated,0,"['experience', 'terrible', 'fourth', 'bluetooth', 'headset', 'much', 'comfortable', 'last', 'jabra', 'hated']"
this fixes all the problems,1,"['fixes', 'problems']"
worst ever,0,"['worst', 'ever']"
i am very happy,1,['happy']
ive had no trouble accessing the internet downloading ringtones or performing any of the functions,1,"['ive', 'trouble', 'accessing', 'internet', 'downloading', 'ringtones', 'performing', 'functions']"
i can barely ever hear on it and am constantly saying what,0,"['barely', 'ever', 'hear', 'constantly', 'saying']"
the battery life is highly unacceptable,0,"['battery', 'life', 'highly', 'unacceptable']"
that company is a joke,0,"['company', 'joke']"
it does everything the description said it would,1,"['everything', 'description', 'said', 'would']"
due to this happening on every call i was forced to stop using this headset,0,"['due', 'happening', 'every', 'call', 'forced', 'stop', 'using', 'headset']"
it works great with a car charger especially if you cannot plug in two adapters at the same time,1,"['works', 'great', 'car', 'charger', 'especially', 'cannot', 'plug', 'two', 'adapters', 'time']"
verizon tech support walked my through a few procedures none of which worked and i ended up having to do a hard reset wiping out all my data,0,"['verizon', 'tech', 'support', 'walked', 'procedures', 'none', 'worked', 'ended', 'hard', 'reset', 'wiping', 'data']"
voice quality signal strength dropped calls,0,"['voice', 'quality', 'signal', 'strength', 'dropped', 'calls']"
it plays louder than any other speaker of this size the price is so low that most would think the quality is lacking however its not,1,"['plays', 'louder', 'speaker', 'size', 'price', 'low', 'would', 'think', 'quality', 'lacking', 'however']"
better than expected,1,"['better', 'expected']"
it feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them,0,"['feels', 'poorly', 'constructed', 'menus', 'difficult', 'navigate', 'buttons', 'recessed', 'difficult', 'push']"
battery is holding up well,1,"['battery', 'holding', 'well']"
also difficult to put onid recommend avoiding this product,0,"['also', 'difficult', 'put', 'onid', 'recommend', 'avoiding', 'product']"
i only used it two days and it wasnt always easy to hear with,0,"['used', 'two', 'days', 'wasnt', 'always', 'easy', 'hear']"
i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking,0,"['got', 'car', 'charger', 'even', 'week', 'charger', 'brokeni', 'went', 'plug', 'started', 'smoking']"
sprint  terrible customer service,0,"['sprint', 'terrible', 'customer', 'service']"
linked to my phone without effort,1,"['linked', 'phone', 'without', 'effort']"
they are so cool,1,['cool']
easy to use,1,"['easy', 'use']"
better than new,1,"['better', 'new']"
what possesed me to get this junk i have no idea,0,"['possesed', 'get', 'junk', 'idea']"
piece of trash,0,"['piece', 'trash']"
a pretty good product,1,"['pretty', 'good', 'product']"
this is a great phone,1,"['great', 'phone']"
for the price on amazon it is an excellent product which i would highly recommend,1,"['price', 'amazon', 'excellent', 'product', 'would', 'highly', 'recommend']"
their research and development division obviously knows what theyre doing,1,"['research', 'development', 'division', 'obviously', 'knows', 'theyre']"
the real killer is the volume and of course it breaking,0,"['real', 'killer', 'volume', 'course', 'breaking']"
those phones are working just fine now,1,"['phones', 'working', 'fine']"
i am more than happy with this product,1,"['happy', 'product']"
poor construction,0,"['poor', 'construction']"
this is infuriating,0,['infuriating']
overall i would recommend this phone over the new walkman,1,"['overall', 'would', 'recommend', 'phone', 'new', 'walkman']"
sprint charges for this service,0,"['sprint', 'charges', 'service']"
it is cheap and it feel and look just as cheap,0,"['cheap', 'feel', 'look', 'cheap']"
it fits my ear well and is comfortable on,1,"['fits', 'ear', 'well', 'comfortable']"
it doesnt work in europe or asia,0,"['doesnt', 'work', 'europe', 'asia']"
clipping this to your belt will deffinitely make you feel like 50 cents upandcoming,1,"['clipping', 'belt', 'deffinitely', 'make', 'feel', 'like', 'cents', 'upandcoming']"
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,1,"['like', 'design', 'look', 'jabra', 'behing', 'ear', 'headsets', 'pretty', 'comfortible', 'wear', 'hours', 'day', 'without', 'pain', 'ear']"
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,1,"['amazed', 'quick', 'arrival', 'two', 'original', 'lg', 'cell', 'phone', 'batteries', 'fraction', 'price']"
the worst phone from samsungcrap this crappy samsung e715 is the worst i have ever seeen,0,"['worst', 'phone', 'samsungcrap', 'crappy', 'samsung', 'e715', 'worst', 'ever', 'seeen']"
the charger worked for about a week and then completely stopped charging my phone,0,"['charger', 'worked', 'week', 'completely', 'stopped', 'charging', 'phone']"
poor product,0,"['poor', 'product']"
however i needed some better instructions,0,"['however', 'needed', 'better', 'instructions']"
you need two hands to operate the screenthis software interface is decade old and cannot compete with new software designs,0,"['need', 'two', 'hands', 'operate', 'screenthis', 'software', 'interface', 'decade', 'old', 'cannot', 'compete', 'new', 'software', 'designs']"
worked very well paired with a treo 700w and as a skype headset on my pc using a usb bluetooth transceiver,1,"['worked', 'well', 'paired', 'treo', '700w', 'skype', 'headset', 'pc', 'using', 'usb', 'bluetooth', 'transceiver']"
steer clear of this product and go with the genuine palm replacementr pens which come in a threepack,0,"['steer', 'clear', 'product', 'go', 'genuine', 'palm', 'replacementr', 'pens', 'come', 'threepack']"
do not buy do not buyit sucks,0,"['buy', 'buyit', 'sucks']"
this is a great product sure beats using your fingers,1,"['great', 'product', 'sure', 'beats', 'using', 'fingers']"
plus i seriously do not believe it is worth its steep price point,0,"['plus', 'seriously', 'believe', 'worth', 'steep', 'price', 'point']"
all the other cases ive tried normally fall apart after a few months but this one seems to be in for the long haul,1,"['cases', 'ive', 'tried', 'normally', 'fall', 'apart', 'months', 'one', 'seems', 'long', 'haul']"
very dissapointing performance,0,"['dissapointing', 'performance']"
dont make the same mistake that i did and please dont buy this phone,0,"['dont', 'make', 'mistake', 'please', 'dont', 'buy', 'phone']"
this phone might well be the worst ive ever had in any brand,0,"['phone', 'might', 'well', 'worst', 'ive', 'ever', 'brand']"
case was more or less an extra that i originally put on but later discarded because it scratched my ear,0,"['case', 'less', 'extra', 'originally', 'put', 'later', 'discarded', 'scratched', 'ear']"
i recommend igo to anyone with different brand cell phonesmp3 players in the family,1,"['recommend', 'igo', 'anyone', 'different', 'brand', 'cell', 'phonesmp3', 'players', 'family']"
dont bother  go to the store,0,"['dont', 'bother', 'go', 'store']"
i posted more detailed comments under the grey or black phone but i have the fire red and its a great color,1,"['posted', 'detailed', 'comments', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']"
i did not have any problem with this item and would order it again if needed,1,"['problem', 'item', 'would', 'order', 'needed']"
you get what you pay for i guess,0,"['get', 'pay', 'guess']"
not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection,1,"['software', 'great', 'job', 'could', 'also', 'make', 'ringtones', 'form', 'existing', 'cds', 'without', 'internet', 'connection']"
im surprised this is a good quality car charger and theres not much reviews about it,1,"['im', 'surprised', 'good', 'quality', 'car', 'charger', 'theres', 'much', 'reviews']"
these are fabulous,1,['fabulous']
however bt headsets are currently not good for real time games like firstperson shooters since the audio delay messes me up,0,"['however', 'bt', 'headsets', 'currently', 'good', 'real', 'time', 'games', 'like', 'firstperson', 'shooters', 'since', 'audio', 'delay', 'messes']"
i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent,1,"['used', 'bitpim', 'free', 'program', 'find', 'internetto', 'transfer', 'data', 'phonethe', 'price', 'cable', 'excellent']"
disappointing accessory from a good manufacturer,0,"['disappointing', 'accessory', 'good', 'manufacturer']"
performed awful  muffled tinny incoming sound and severe echo for those on the other end of the call,0,"['performed', 'awful', 'muffled', 'tinny', 'incoming', 'sound', 'severe', 'echo', 'end', 'call']"
very windresistant,1,['windresistant']
obviously they have a terrible customer service so you get what you pay for,0,"['obviously', 'terrible', 'customer', 'service', 'get', 'pay']"
they do not last forever but is not overly expensive to replaceeasy to operate and the sound is much better than others i have tried,1,"['last', 'forever', 'overly', 'expensive', 'replaceeasy', 'operate', 'sound', 'much', 'better', 'others', 'tried']"
i contacted the company and they told me that although the unit was still under warranty if i couldnt produce my receipt i was out of luck,0,"['contacted', 'company', 'told', 'although', 'unit', 'still', 'warranty', 'couldnt', 'produce', 'receipt', 'luck']"
linksys should have some way to exchange a bad phone for a refurb unit or something,0,"['linksys', 'way', 'exchange', 'bad', 'phone', 'refurb', 'unit', 'something']"
phone is sturdy as all nokia bar phones are,1,"['phone', 'sturdy', 'nokia', 'bar', 'phones']"
great phone,1,"['great', 'phone']"
when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides,0,"['placed', 'treo', 'case', 'snug', 'lot', 'extra', 'room', 'sides']"
im pleased,1,"['im', 'pleased']"
battery is terrible,0,"['battery', 'terrible']"
i found the product to be easy to set up and use,1,"['found', 'product', 'easy', 'set', 'use']"
the earpiece on this is too large or too heavyit keeps falling out of my ear,0,"['earpiece', 'large', 'heavyit', 'keeps', 'falling', 'ear']"
utter crap sound quality is terrible,0,"['utter', 'crap', 'sound', 'quality', 'terrible']"
the charger arrived within the promised timeframe but it did not work,0,"['charger', 'arrived', 'within', 'promised', 'timeframe', 'work']"
no ear loop needed its tiny and the sound is great,1,"['ear', 'loop', 'needed', 'tiny', 'sound', 'great']"
finally after three or four times the spring of the latch broke and i could not use it any longer on the visor,0,"['finally', 'three', 'four', 'times', 'spring', 'latch', 'broke', 'could', 'use', 'longer', 'visor']"
the handsfree part works fine but then the car tries to download the address book and the treo rebootsoverall i still rate this device high,1,"['handsfree', 'part', 'works', 'fine', 'car', 'tries', 'download', 'address', 'book', 'treo', 'rebootsoverall', 'still', 'rate', 'device', 'high']"
talk about useless customer service,0,"['talk', 'useless', 'customer', 'service']"
it felt too light and tinny,0,"['felt', 'light', 'tinny']"
this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in,0,"['fit', 'palm', 'tungsten', 'e2', 'broke', 'first', 'time', 'tried', 'plug']"
im happy about this purchase good quality and low price,1,"['im', 'happy', 'purchase', 'good', 'quality', 'low', 'price']"
i love the look and feel of samsung flipphones,1,"['love', 'look', 'feel', 'samsung', 'flipphones']"
its welldesigned and very sharp  the blue is a very nice color,1,"['welldesigned', 'sharp', 'blue', 'nice', 'color']"
does everything it should and more,1,['everything']
i could not recommend these more,0,"['could', 'recommend']"
nice sound,1,"['nice', 'sound']"
looks good in the picture but this case was a huge disappointment,0,"['looks', 'good', 'picture', 'case', 'huge', 'disappointment']"
much less than the jawbone i was going to replace it with,1,"['much', 'less', 'jawbone', 'going', 'replace']"
setup went very smoothly,1,"['setup', 'went', 'smoothly']"
its extremely slow and takes forever to do anything with it,0,"['extremely', 'slow', 'takes', 'forever', 'anything']"
a must study for anyone interested in the worst sins of industrial design,0,"['must', 'study', 'anyone', 'interested', 'worst', 'sins', 'industrial', 'design']"
the first thing that happened was that the tracking was off,0,"['first', 'thing', 'happened', 'tracking']"
it is well made easy to access the phone and has a handy detachable belt clip,1,"['well', 'made', 'easy', 'access', 'phone', 'handy', 'detachable', 'belt', 'clip']"
then i had to continue pairing it periodically since it somehow kept dropping,0,"['continue', 'pairing', 'periodically', 'since', 'somehow', 'kept', 'dropping']"
cant upload ringtones from a third party,0,"['cant', 'upload', 'ringtones', 'third', 'party']"
bluetooth does not work phone locks up screens just flash up and now it just makes calls randomly while in my pocket locked,0,"['bluetooth', 'work', 'phone', 'locks', 'screens', 'flash', 'makes', 'calls', 'randomly', 'pocket', 'locked']"
truly awful,0,"['truly', 'awful']"
it works fine on my motorola 325 cellphone and a lot better than the wornout battery did,1,"['works', 'fine', 'motorola', 'cellphone', 'lot', 'better', 'wornout', 'battery']"
the volume for the ringer is real good you have choices how loud,1,"['volume', 'ringer', 'real', 'good', 'choices', 'loud']"
and none of the tones is acceptable,0,"['none', 'tones', 'acceptable']"
camera color balance is awful,0,"['camera', 'color', 'balance', 'awful']"
this product is clearly not ready for prime time i dont care how cool it looks if you cant tell a call is coming in its worthless,0,"['product', 'clearly', 'ready', 'prime', 'time', 'dont', 'care', 'cool', 'looks', 'cant', 'tell', 'call', 'coming', 'worthless']"
i love the ringtones because they are so upbeat,1,"['love', 'ringtones', 'upbeat']"
chinese forgeries abound,0,"['chinese', 'forgeries', 'abound']"
easy to pair with my samsung cell,1,"['easy', 'pair', 'samsung', 'cell']"
the instructions didnt explain that a microphone jack could be used,0,"['instructions', 'didnt', 'explain', 'microphone', 'jack', 'could', 'used']"
i would advise to not purchase this item it never worked very well,0,"['would', 'advise', 'purchase', 'item', 'never', 'worked', 'well']"
too bad you have to pay up to  a month for the service,0,"['bad', 'pay', 'month', 'service']"
works well,1,"['works', 'well']"
the nokia ca42 usb cable did not work with my phone,0,"['nokia', 'ca42', 'usb', 'cable', 'work', 'phone']"
clear crisp sound,1,"['clear', 'crisp', 'sound']"
i have to use the smallest earpieces provided but it stays on pretty well,1,"['use', 'smallest', 'earpieces', 'provided', 'stays', 'pretty', 'well']"
the biggest complaint i have is the battery drains superfast,0,"['biggest', 'complaint', 'battery', 'drains', 'superfast']"
the design might be ergonomic in theory but i could not stand having these in my ear,0,"['design', 'might', 'ergonomic', 'theory', 'could', 'stand', 'ear']"
do not buy if you want to use the holster,0,"['buy', 'want', 'use', 'holster']"
the phone can also take great pictures and even video clips,1,"['phone', 'also', 'take', 'great', 'pictures', 'even', 'video', 'clips']"
it doesnt make you look cool,0,"['doesnt', 'make', 'look', 'cool']"
because both ears are occupied background is not distracting at all,1,"['ears', 'occupied', 'background', 'distracting']"
comfortable fit  you need your headset to be comfortable for at least an hour at a time if not for an entire day,1,"['comfortable', 'fit', 'need', 'headset', 'comfortable', 'least', 'hour', 'time', 'entire', 'day']"
also the phone doesnt seem to accept anything except cbr mp3s preferably ripped by windows media player,0,"['also', 'phone', 'doesnt', 'seem', 'accept', 'anything', 'except', 'cbr', 'mp3s', 'preferably', 'ripped', 'windows', 'media', 'player']"
you cant beat the price on these,1,"['cant', 'beat', 'price']"
 comes with a strong light that you can use to light up your camera shots and even flash sos signals seriously,1,"['comes', 'strong', 'light', 'use', 'light', 'camera', 'shots', 'even', 'flash', 'sos', 'signals', 'seriously']"
lightweight and works well,1,"['lightweight', 'works', 'well']"
so just beware,0,['beware']
i love this cable  it allows me to connect any miniusb device to my pc,1,"['love', 'cable', 'allows', 'connect', 'miniusb', 'device', 'pc']"
so anyone near you will hear part of your conversation,0,"['anyone', 'near', 'hear', 'part', 'conversation']"
this is cool because most cases are just open there allowing the screen to get all scratched up,1,"['cool', 'cases', 'open', 'allowing', 'screen', 'get', 'scratched']"
i bought this phone as a replacement for my startac and have regretted it since,0,"['bought', 'phone', 'replacement', 'startac', 'regretted', 'since']"
appears to actually outperform the original battery from china that came with my v325i,1,"['appears', 'actually', 'outperform', 'original', 'battery', 'china', 'came', 'v325i']"
cant store anything but phone numbers to sim,0,"['cant', 'store', 'anything', 'phone', 'numbers', 'sim']"
it lasts less than 3o minutes if i actually try to use the phonemy wife has the same phone with the same problem,0,"['lasts', 'less', '3o', 'minutes', 'actually', 'try', 'use', 'phonemy', 'wife', 'phone', 'problem']"
poor quality,0,"['poor', 'quality']"
jabra ear gels r the best,1,"['jabra', 'ear', 'gels', 'r', 'best']"
not worth it,0,['worth']
the phone crashed completely and now i have to get it replaced,0,"['phone', 'crashed', 'completely', 'get', 'replaced']"
it quit working after id used it for about 18 months so i just purchased another one because this is the best headset ive ever owned,1,"['quit', 'working', 'id', 'used', 'months', 'purchased', 'another', 'one', 'best', 'headset', 'ive', 'ever', 'owned']"
unfortunately it will not recharge my iphone 4s despite connecting it from multiple power sources imac external battery wall outlet etc,0,"['unfortunately', 'recharge', 'iphone', '4s', 'despite', 'connecting', 'multiple', 'power', 'sources', 'imac', 'external', 'battery', 'wall', 'outlet', 'etc']"
it was a great phone,1,"['great', 'phone']"
if you simply want a small flip phone  look elsewhere as the extra bells  whistles are mediocre,0,"['simply', 'want', 'small', 'flip', 'phone', 'look', 'elsewhere', 'extra', 'bells', 'whistles', 'mediocre']"
good value works fine  power via usb car or wall outlet,1,"['good', 'value', 'works', 'fine', 'power', 'via', 'usb', 'car', 'wall', 'outlet']"
my phone doesnt slide around my car now and the grip prevents my phone from slipping out of my hand,1,"['phone', 'doesnt', 'slide', 'around', 'car', 'grip', 'prevents', 'phone', 'slipping', 'hand']"
this is simply the best bluetooth headset for sound quality,1,"['simply', 'best', 'bluetooth', 'headset', 'sound', 'quality']"
think it over when you plan to own this onethis sure is the last moto phone for me,0,"['think', 'plan', 'onethis', 'sure', 'last', 'moto', 'phone']"
in the span of an hour i had two people exclaim whoa  is that the new phone on tv,1,"['span', 'hour', 'two', 'people', 'exclaim', 'whoa', 'new', 'phone', 'tv']"
i have always used corded headsets and the freedom from the wireless is very helpful,1,"['always', 'used', 'corded', 'headsets', 'freedom', 'wireless', 'helpful']"
this case has passed the one year mark and while it shows signs of wear it is 100 functional,1,"['case', 'passed', 'one', 'year', 'mark', 'shows', 'signs', 'wear', 'functional']"
other than that the leather is nice and soft the fit is very tight the cut out for the face is a good shape,1,"['leather', 'nice', 'soft', 'fit', 'tight', 'cut', 'face', 'good', 'shape']"
it has everything i need and i couldnt ask for more,1,"['everything', 'need', 'couldnt', 'ask']"
after receiving and using the product for just 2 days it broke,0,"['receiving', 'using', 'product', 'days', 'broke']"
this product is great it makes working a lot easier i can go to the copier while waiting on hold for something,1,"['product', 'great', 'makes', 'working', 'lot', 'easier', 'go', 'copier', 'waiting', 'hold', 'something']"
none of the three sizes they sent with the headset would stay in my ears,0,"['none', 'three', 'sizes', 'sent', 'headset', 'would', 'stay', 'ears']"
tmobile has the best customer service anywhere,1,"['tmobile', 'best', 'customer', 'service', 'anywhere']"
arrived quickly and much less expensive than others being sold,1,"['arrived', 'quickly', 'much', 'less', 'expensive', 'others', 'sold']"
we have tried 2 units and they both failed within 2 months pros,0,"['tried', 'units', 'failed', 'within', 'months', 'pros']"
provides good protection and looks classy too,1,"['provides', 'good', 'protection', 'looks', 'classy']"
krussel always good,1,"['krussel', 'always', 'good']"
the tracfonewebsite is user friendly and makes it easy toactivate etc,1,"['tracfonewebsite', 'user', 'friendly', 'makes', 'easy', 'toactivate', 'etc']"
the design is very good4,1,"['design', 'good4']"
i great reception all the time,1,"['great', 'reception', 'time']"
i would highly recommend this product,1,"['would', 'highly', 'recommend', 'product']"
couldnt use the unit with sunglasses not good in texas,0,"['couldnt', 'use', 'unit', 'sunglasses', 'good', 'texas']"
it dit not work most of the time with my nokia 5320,0,"['dit', 'work', 'time', 'nokia']"
bought mainly for the charger which broke soon after purchasing,0,"['bought', 'mainly', 'charger', 'broke', 'soon', 'purchasing']"
fantastic buy and will get again for whatever my next phone is,1,"['fantastic', 'buy', 'get', 'whatever', 'next', 'phone']"
stay away from this store be careful,0,"['stay', 'away', 'store', 'careful']"
this blueant supertooth handsfree phone speaker is awesome,1,"['blueant', 'supertooth', 'handsfree', 'phone', 'speaker', 'awesome']"
 item arrived quickly and works great with my metro pcs samsung schr450 slider phone and sony premium sound in ear plugs,1,"['item', 'arrived', 'quickly', 'works', 'great', 'metro', 'pcs', 'samsung', 'schr450', 'slider', 'phone', 'sony', 'premium', 'sound', 'ear', 'plugs']"
it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time,1,"['light', 'plenty', 'battery', 'capacity', 'confortable', 'wear', 'somewhat', 'extended', 'periods', 'time']"
disappointing,0,['disappointing']
blue ant is easy to use,1,"['blue', 'ant', 'easy', 'use']"
cheap but hey it works was pleasantly suprised given the low cost of this item,1,"['cheap', 'hey', 'works', 'pleasantly', 'suprised', 'given', 'low', 'cost', 'item']"
the camera on the phone may be used as a dustpan when indoors id rather be using a disposable then this,0,"['camera', 'phone', 'may', 'used', 'dustpan', 'indoors', 'id', 'rather', 'using', 'disposable']"
then a few days later the a puff of smoke came out of the phone while in use,0,"['days', 'later', 'puff', 'smoke', 'came', 'phone', 'use']"
its very convenient and simple to use  gets job done  makes the car ride so much smoother,1,"['convenient', 'simple', 'use', 'gets', 'job', 'done', 'makes', 'car', 'ride', 'much', 'smoother']"
the nano stated itmy son was dissapointed,0,"['nano', 'stated', 'itmy', 'son', 'dissapointed']"
the sound quality is excellent as well,1,"['sound', 'quality', 'excellent', 'well']"
its the best headset i have used,1,"['best', 'headset', 'used']"
would not reccommend,0,"['would', 'reccommend']"
they have been around for years and carries the highest quality of antiglare screen protector that i have found to date,1,"['around', 'years', 'carries', 'highest', 'quality', 'antiglare', 'screen', 'protector', 'found', 'date']"
just what i wanted,1,['wanted']
this particular model would not work with my motorola q smartphone,0,"['particular', 'model', 'would', 'work', 'motorola', 'q', 'smartphone']"
wont work right or atleast for me,0,"['wont', 'work', 'right', 'atleast']"
in addition it feels amp looks as if the phone is all lightweight cheap plastic,0,"['addition', 'feels', 'amp', 'looks', 'phone', 'lightweight', 'cheap', 'plastic']"
but now that it is out of warranty the same problems reoccurebottom line put your money somewhere else cingular will not support it,0,"['warranty', 'problems', 'reoccurebottom', 'line', 'put', 'money', 'somewhere', 'else', 'cingular', 'support']"
i really wanted the plantronics 510 to be the right one but it has too many issues for methe good,0,"['really', 'wanted', 'plantronics', 'right', 'one', 'many', 'issues', 'methe', 'good']"
great product,1,"['great', 'product']"
crisp and clear,1,"['crisp', 'clear']"
after the first charge kept going dead after 12 minutes,0,"['first', 'charge', 'kept', 'going', 'dead', 'minutes']"
very cheap plastic creaks like an old wooden floor,0,"['cheap', 'plastic', 'creaks', 'like', 'old', 'wooden', 'floor']"
i get absolutely horrible reception in my apartment where with other phones i have not had this problem,0,"['get', 'absolutely', 'horrible', 'reception', 'apartment', 'phones', 'problem']"
the reception has been generally good,1,"['reception', 'generally', 'good']"
excellent sound battery life and inconspicuous to boot,1,"['excellent', 'sound', 'battery', 'life', 'inconspicuous', 'boot']"
great bluetooth,1,"['great', 'bluetooth']"
i highly recommend this case,1,"['highly', 'recommend', 'case']"
worthwhile,1,['worthwhile']
after my phone got to be about a year old its been slowly breaking despite much care on my part,0,"['phone', 'got', 'year', 'old', 'slowly', 'breaking', 'despite', 'much', 'care', 'part']"
i am sorry i made this purchase,0,"['sorry', 'made', 'purchase']"
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear,0,"['bought', 'hoping', 'could', 'make', 'bluetooth', 'headset', 'fit', 'better', 'things', 'made', 'impossible', 'wear']"
treo and tmobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount,0,"['treo', 'tmobile', 'refused', 'replace', 'forced', 'buy', 'another', 'phone', 'without', 'kind', 'upgrade', 'discount']"
it was horrible,0,['horrible']
i dont think it would hold it too securly on your belt,0,"['dont', 'think', 'would', 'hold', 'securly', 'belt']"
this allows the possibility of double booking for the same date and time after the first,0,"['allows', 'possibility', 'double', 'booking', 'date', 'time', 'first']"
they work about 2 weeks then break,0,"['work', 'weeks', 'break']"
it is simple to use and i like it,1,"['simple', 'use', 'like']"
its a great tool for entertainment communication and data managementoh be sure to use activesync 42 for optimal data synchronization results,1,"['great', 'tool', 'entertainment', 'communication', 'data', 'managementoh', 'sure', 'use', 'activesync', 'optimal', 'data', 'synchronization', 'results']"
i cant use this case because the smell is disgusting,0,"['cant', 'use', 'case', 'smell', 'disgusting']"
not what i wanted,0,['wanted']
i own 2 of these cases and would order another,1,"['cases', 'would', 'order', 'another']"
i bought this battery with a coupon from amazon and im very happy with my purchase,1,"['bought', 'battery', 'coupon', 'amazon', 'im', 'happy', 'purchase']"
the internet access was fine it the rare instance that it worked,0,"['internet', 'access', 'fine', 'rare', 'instance', 'worked']"
perfect for the ps3,1,"['perfect', 'ps3']"
five star plus plus,1,"['five', 'star', 'plus', 'plus']"
a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldnt hear me,1,"['good', 'quality', 'bargain', 'bought', 'bought', 'cheapy', 'big', 'lots', 'sounded', 'awful', 'people', 'end', 'couldnt', 'hear']"
50 down the drain,0,['drain']
i tried talking real loud but shouting on the telephone gets old and i was still told it wasnt great,0,"['tried', 'talking', 'real', 'loud', 'shouting', 'telephone', 'gets', 'old', 'still', 'told', 'wasnt', 'great']"
good  works fine,1,"['good', 'works', 'fine']"
for the price this was a great deal,1,"['price', 'great', 'deal']"
great price too,1,"['great', 'price']"
if there is a wind it is completely useless,0,"['wind', 'completely', 'useless']"
yes its shiny on front side  and i love it,1,"['yes', 'shiny', 'front', 'side', 'love']"
does not work,0,['work']
at first i thought i was grtting a good deal at 744 until i plugged it into my phone v3c razr,0,"['first', 'thought', 'grtting', 'good', 'deal', 'plugged', 'phone', 'v3c', 'razr']"
the reception through this headset is excellent,1,"['reception', 'headset', 'excellent']"
2 thumbs up to this seller,1,"['thumbs', 'seller']"
i have a verizon lg phone and they work well together good reception and range that exceeds 20 feet line of sight,1,"['verizon', 'lg', 'phone', 'work', 'well', 'together', 'good', 'reception', 'range', 'exceeds', 'feet', 'line', 'sight']"
improper description i had to return it,0,"['improper', 'description', 'return']"
1 it works  2 it is comfortable,1,"['works', 'comfortable']"
battery chargelife is quite long,1,"['battery', 'chargelife', 'quite', 'long']"
the jabra eargels fit my ears very well,1,"['jabra', 'eargels', 'fit', 'ears', 'well']"
battery has no life,0,"['battery', 'life']"
i checked everywhere and there is no feature for it which is really disappointing,0,"['checked', 'everywhere', 'feature', 'really', 'disappointing']"
product is exactly as described,1,"['product', 'exactly', 'described']"
gets a signal when other verizon phones wont,1,"['gets', 'signal', 'verizon', 'phones', 'wont']"
doesnt do the job,0,"['doesnt', 'job']"
i would recommend it,1,"['would', 'recommend']"
plan on ordering from them again and again,1,"['plan', 'ordering']"
that being said for a phone the camera is very nice many cool effects to play with and video is decent as well,1,"['said', 'phone', 'camera', 'nice', 'many', 'cool', 'effects', 'play', 'video', 'decent', 'well']"
i have been very satisfied with this cell phone from day one,1,"['satisfied', 'cell', 'phone', 'day', 'one']"
they keep getting better and better this is my third one and ive had numerous palms too,1,"['keep', 'getting', 'better', 'better', 'third', 'one', 'ive', 'numerous', 'palms']"
awkward to use and unreliable,0,"['awkward', 'use', 'unreliable']"
the shipping time was also very quick,1,"['shipping', 'time', 'also', 'quick']"
not as good as i had hoped,0,"['good', 'hoped']"
good case,1,"['good', 'case']"
doesnt work,0,"['doesnt', 'work']"
really good product,1,"['really', 'good', 'product']"
unfortunately it did not work,0,"['unfortunately', 'work']"
all three broke within two months of use,0,"['three', 'broke', 'within', 'two', 'months', 'use']"
dont buy it,0,"['dont', 'buy']"
my father has the v265 and the battery is dying,0,"['father', 'v265', 'battery', 'dying']"
